industry,factory_size,production,electricity_kwh,natural_gas_scm,diesel_litre,raw_material_kg,waste_kg,electricity_emissions,gas_emissions,diesel_emissions,waste_emissions,total_emissions,emission_intensity,energy_intensity,waste_ratio,top_hotspot,second_hotspot,budget,reduction_target,recommended_intervention,renewable_potential,compliance_score,electricity_score,gas_score,diesel_score,waste_score,emission_score,emissions_per_unit,energy_efficiency_score,recommendation_priority,intervention_impact,potential_reduction_tonnes,roi_score
Steel,Small,75047,132609,17304,1528,88495,3120,96.41,33.92,4.1,4.02,138.45,1.84,4.17,3.53,Electricity,Natural Gas,71678,25,LED Lighting,High,61.9,4.090688357411679,3.707336821126059,3.1443071491615173,2.555677254472435,13.5,1.845,74.06,Medium,0.08,11.08,0.1546
Food Processing,Small,34665,64892,5158,1161,45779,1076,47.18,10.11,3.11,1.39,61.79,1.78,3.53,2.35,Electricity,Natural Gas,51959,30,Power Factor Correction,Medium,67.1,1.1023430860750272,0.0,2.05207413945278,0.15516611902154062,3.31,1.782,75.42,Medium,0.07,4.33,0.0833
Food Processing,Small,20445,95095,13492,796,39877,1276,69.13,26.44,2.13,1.65,99.35,4.86,11.45,3.2,Electricity,Natural Gas,83332,30,VFD Installation,Medium,60.5,2.434745659827607,2.5426631788739416,0.9708737864077669,0.3924790069368382,6.34,4.859,9.0,Medium,0.12,11.92,0.143
Electronics,Large,171171,349473,38295,3292,195671,8509,254.07,75.06,8.82,10.98,348.93,2.04,4.38,4.35,Electricity,Natural Gas,349836,10,HVAC Optimization,Low,93.8,13.660920237950707,10.113041853512705,8.351721094439542,8.90836071558963,41.03,2.038,69.89,Low,0.1,34.89,0.0997
Cement,Large,356551,397221,71637,7712,286263,15433,288.78,140.41,20.67,19.91,469.77,1.32,3.23,5.39,Electricity,Natural Gas,371939,10,HVAC Optimization,High,82.7,15.767876654121645,20.28836571998007,21.42541924095322,17.059145673603506,74.54,1.318,85.43,Medium,0.1,46.98,0.1263
Pharmaceutical,Medium,135655,203954,21740,2513,96131,3506,148.27,42.61,6.73,4.52,202.13,1.49,3.2,3.65,Electricity,Natural Gas,150402,30,VFD Installation,High,89.5,7.238679130751488,5.060413552566019,6.045895851721095,3.012048192771084,21.36,1.49,81.72,Medium,0.12,24.26,0.1613
Glass,Small,59853,51456,12349,1404,76453,2602,37.41,24.2,3.76,3.36,68.73,1.15,3.04,3.4,Electricity,Natural Gas,108346,10,LED Lighting,Low,84.8,0.5092873619036055,2.1938839063278524,2.7691968225948806,1.953267615918218,7.43,1.148,89.1,Low,0.08,5.5,0.0508
Automotive Parts,Medium,108577,161756,24846,3293,136745,6025,117.6,48.7,8.83,7.77,182.9,1.68,3.93,4.41,Electricity,Natural Gas,189669,25,Smart Metering,High,84.3,5.376957630205172,6.008657199800698,8.362753751103266,5.978459291712303,25.73,1.685,77.51,Medium,0.05,9.15,0.0482
Automotive Parts,Large,234512,237270,61342,5711,170839,16725,172.5,120.23,15.31,21.58,329.62,1.41,3.75,9.79,Electricity,Natural Gas,437915,20,Energy Audit,Medium,62.2,8.709481607381326,17.14623816641754,15.511915269196825,18.583424607520993,59.95,1.406,83.53,Medium,0.1,32.96,0.0753
Chemical,Large,294002,233977,42396,5238,231734,11589,170.1,83.1,14.04,14.95,282.19,0.96,2.33,5.0,Electricity,Natural Gas,456871,15,Smart Metering,Low,99.9,8.563797499089473,11.364910313901344,14.110767872903796,12.531945965680904,46.57,0.96,93.16,Low,0.05,14.11,0.0309
Leather,Small,62091,96014,6550,673,37998,2013,69.8,12.84,1.8,2.6,87.04,1.4,2.66,5.3,Electricity,Natural Gas,70369,35,Solar Rooftop,Medium,78.9,2.4754158067257497,0.42507473841554566,0.6067961165048544,1.2595837897042717,4.77,1.402,83.62,Medium,0.25,21.76,0.3092
Food Processing,Medium,105819,141533,27730,2620,84114,3745,102.89,54.35,7.02,4.83,169.09,1.6,4.08,4.45,Electricity,Natural Gas,150376,10,Compressed Air Optimization,High,74.2,4.484035449799684,6.888390632785252,6.3658428949691075,3.294998174516247,21.03,1.598,79.39,Low,0.12,20.29,0.1349
Electronics,Small,25794,102125,9914,676,55880,2317,74.24,19.43,1.81,2.99,98.47,3.82,7.93,4.15,Electricity,Natural Gas,146860,10,Smart Metering,High,62.2,2.744931407065679,1.4511709018435477,0.617828773168579,1.6155531215772183,6.43,3.818,31.47,Low,0.05,4.92,0.0335
Chemical,Medium,125293,199621,29822,2819,135884,4214,145.12,58.45,7.55,5.44,216.56,1.73,4.09,3.1,Electricity,Natural Gas,174793,30,Smart Metering,Low,85.7,7.047468738618429,7.526781265570504,6.950573698146513,3.851770719240599,25.38,1.728,76.58,Medium,0.05,10.83,0.062
Textile,Large,206509,309095,62005,6162,195507,10084,224.71,121.53,16.51,13.01,375.76,1.82,4.65,5.16,Electricity,Natural Gas,454928,20,LED Lighting,High,78.6,11.878717979847032,17.34865470852018,16.83583406884378,10.761226725082146,56.82,1.82,74.6,Medium,0.08,30.06,0.0661
Glass,Large,254560,386017,68195,3779,205336,18417,280.63,133.66,10.13,23.76,448.18,1.76,4.27,8.97,Electricity,Natural Gas,434482,15,HVAC Optimization,Low,73.8,15.273157703047225,19.237356751370204,9.796999117387466,20.573201898503104,64.88,1.761,75.87,Medium,0.1,44.82,0.1032
Pharmaceutical,Large,310081,327653,56868,3952,148835,9562,238.2,111.46,10.59,12.33,372.58,1.2,2.95,6.42,Electricity,Natural Gas,584584,35,Compressed Air Optimization,Medium,96.0,12.697584071870823,15.780705032386647,10.3045013239188,10.140562248995984,48.92,1.202,87.93,Medium,0.12,44.71,0.0765
Automotive Parts,Medium,140907,159448,28796,2904,104340,6747,115.92,56.44,7.78,8.7,188.84,1.34,3.28,6.47,Electricity,Natural Gas,190046,35,Energy Audit,High,63.7,5.274978754400874,7.213814150473342,7.204324801412181,6.82730923694779,26.52,1.34,84.96,Medium,0.1,18.88,0.0993
Paper & Pulp,Small,33668,140011,11716,1493,42595,2939,101.79,22.96,4.0,3.79,132.54,3.94,7.86,6.9,Electricity,Natural Gas,108260,20,HVAC Optimization,Medium,89.2,4.417263566832585,2.0008096661684105,3.033980582524272,2.3457466228550565,11.8,3.937,28.9,Low,0.1,13.25,0.1224
Leather,Small,44812,87776,6968,1082,60613,2099,63.81,13.66,2.9,2.71,83.08,1.85,3.63,3.46,Electricity,Natural Gas,65853,30,IE4 Motor,Low,97.6,2.111812553113998,0.552752864972596,1.820388349514563,1.3599853961299744,5.84,1.854,73.86,Medium,0.15,12.46,0.1892
Plastics,Small,55408,84350,14546,1775,64588,2504,61.32,28.51,4.76,3.23,97.82,1.77,4.31,3.88,Electricity,Natural Gas,138312,30,Smart Metering,Medium,80.5,1.9606652907611992,2.8649725959143,3.872462488967343,1.8346111719605693,10.53,1.765,75.78,Medium,0.05,4.89,0.0354
Cement,Large,325014,313260,54869,5375,209820,15409,227.74,107.54,14.4,19.88,369.56,1.14,2.73,7.34,Electricity,Natural Gas,441567,35,IE4 Motor,Low,69.3,12.062644166565496,15.170341305430993,14.507943512797883,17.031763417305587,58.77,1.137,89.34,Medium,0.15,55.43,0.1255
Cement,Small,109540,149259,12285,1782,48435,2068,108.51,24.08,4.78,2.67,140.04,1.28,2.57,4.27,Electricity,Natural Gas,118167,15,HVAC Optimization,High,69.5,4.825179070049776,2.1751993024414547,3.894527802294793,1.3234757210660824,12.22,1.278,86.29,Low,0.1,14.0,0.1185
Glass,Large,239132,313347,60075,4567,244730,13180,227.8,117.75,12.24,17.0,374.79,1.57,3.92,5.39,Electricity,Natural Gas,499395,10,Energy Audit,Medium,73.0,12.066286269272792,16.760089686098656,12.124889673433364,14.403066812705367,55.35,1.567,80.06,Medium,0.1,37.48,0.0751
Plastics,Medium,112938,198403,32441,2462,108763,4271,144.24,63.58,6.6,5.51,219.93,1.95,4.74,3.93,Electricity,Natural Gas,150654,20,Energy Audit,Low,79.0,6.9940512322447494,8.325548081714,5.902471315092674,3.91566265060241,25.14,1.947,71.85,Low,0.1,21.99,0.146
Ceramics,Large,207187,278477,43576,6164,156017,11295,202.45,85.41,16.52,14.57,318.95,1.54,3.6,7.24,Electricity,Natural Gas,569519,25,Power Factor Correction,Low,74.1,10.527497875440085,11.724588938714499,16.8468667255075,12.185104052573932,51.28,1.539,80.66,Medium,0.07,22.33,0.0392
Food Processing,Medium,141669,187934,27893,2229,98345,5456,136.63,54.67,5.97,7.04,204.31,1.44,3.37,5.55,Electricity,Natural Gas,264886,25,LED Lighting,High,69.9,6.532111205535996,6.938216243148979,5.207413945278023,5.312157721796276,23.99,1.442,82.75,Medium,0.08,16.34,0.0617
Food Processing,Small,47659,98038,10893,596,37311,2012,71.27,21.35,1.6,2.6,96.82,2.03,4.41,5.39,Electricity,Natural Gas,86396,30,VFD Installation,Medium,74.2,2.56464732305451,1.7501245640259095,0.38614298323036195,1.2595837897042717,5.96,2.032,70.02,Medium,0.12,11.62,0.1345
Pharmaceutical,Small,24036,118116,14181,1526,54898,1662,85.87,27.79,4.09,2.14,119.89,4.99,11.13,3.03,Electricity,Natural Gas,54604,25,LED Lighting,Low,72.3,3.4508923151632875,2.7528649725959142,3.133274492497793,0.8397225264695145,10.18,4.988,6.22,Medium,0.08,9.59,0.1756
Pharmaceutical,Large,222926,356943,51780,4228,251594,8280,259.5,101.49,11.33,10.68,383.0,1.72,4.02,3.29,Electricity,Natural Gas,502179,25,LED Lighting,High,75.3,13.99053053296103,14.228325859491777,11.120917917034422,8.63453815261044,47.97,1.718,76.8,Medium,0.08,30.64,0.061
Plastics,Small,61047,139786,16673,1356,48283,2521,101.62,32.68,3.63,3.25,141.18,2.31,5.13,5.22,Electricity,Natural Gas,148994,35,Smart Metering,Low,71.2,4.406944275828579,3.514262580966617,2.6257722859664607,1.8528660094925158,12.4,2.313,63.95,Medium,0.05,7.06,0.0474
Paper & Pulp,Medium,120857,202740,31191,2804,123769,5350,147.39,61.13,7.51,6.9,222.93,1.84,4.37,4.32,Electricity,Natural Gas,156686,30,VFD Installation,Medium,93.5,7.185261624377806,7.9440707523667164,6.906443071491615,5.184373859072655,27.22,1.845,74.06,Medium,0.12,26.75,0.1707
Textile,Medium,100172,159564,21115,1706,97960,3492,116.0,41.39,4.57,4.5,166.46,1.66,3.79,3.56,Electricity,Natural Gas,278931,20,VFD Installation,High,78.8,5.279834891343936,4.87045341305431,3.6628420123565757,2.9937933552391387,16.81,1.662,78.01,Low,0.12,19.98,0.0716
Automotive Parts,Medium,92258,182006,32240,2846,81561,5865,132.32,63.19,7.63,7.57,210.71,2.28,5.62,7.19,Electricity,Natural Gas,199986,25,Smart Metering,Medium,64.3,6.270486827728542,8.264823119083209,7.038834951456311,5.795910916392844,27.37,2.284,64.58,Medium,0.05,10.54,0.0527
Ceramics,Large,209625,396784,36411,6377,208512,7216,288.46,71.37,17.09,9.31,386.23,1.84,3.78,3.46,Electricity,Natural Gas,506551,35,Compressed Air Optimization,Medium,96.9,15.748452106349397,9.538490284005979,17.475728155339805,7.384081781672143,50.15,1.842,74.12,Medium,0.12,46.35,0.0915
Metal Fabrication,Medium,156032,207401,35202,3725,119952,6123,150.78,69.0,9.98,7.9,237.66,1.52,3.7,5.1,Electricity,Natural Gas,289300,30,IE4 Motor,Low,72.3,7.391040427340051,9.169469357249627,9.631509267431598,6.097115735669953,32.29,1.523,81.01,Medium,0.15,35.65,0.1232
Steel,Large,284198,535214,68759,7524,249640,11743,389.1,134.77,20.16,15.15,559.18,1.97,4.44,4.7,Electricity,Natural Gas,465147,25,Solar Rooftop,High,61.1,21.857472380721138,19.410189337319384,20.862753751103266,12.714494341000366,74.84,1.968,71.4,Medium,0.25,139.79,0.3005
Ceramics,Medium,126545,225942,23138,2253,109455,5341,164.26,45.35,6.04,6.89,222.54,1.76,3.7,4.88,Electricity,Natural Gas,161299,25,Smart Metering,High,97.9,8.209299502245962,5.487045341305431,5.284642541924095,5.175246440306681,24.16,1.759,75.91,Medium,0.05,11.13,0.069
Pharmaceutical,Medium,112228,130605,27848,2416,126645,5170,94.95,54.58,6.47,6.67,162.67,1.45,3.75,4.08,Electricity,Natural Gas,277990,10,VFD Installation,High,82.7,4.002063858200802,6.92420279023418,5.759046778464254,4.974443227455275,21.66,1.449,82.6,Low,0.12,19.52,0.0702
Pharmaceutical,Large,289567,434836,58713,3571,211483,14825,316.13,115.08,9.57,19.12,459.9,1.59,3.59,7.01,Electricity,Natural Gas,511187,10,IE4 Motor,High,76.9,17.428068471530896,16.344357249626306,9.179170344218889,16.338079591091642,59.29,1.588,79.6,Medium,0.15,68.98,0.1349
Leather,Large,208611,307278,54832,4302,229925,10012,223.39,107.47,11.53,12.92,355.31,1.7,4.2,4.35,Electricity,Natural Gas,363534,10,Solar Rooftop,Low,99.2,11.79859172028651,15.159441953163928,11.341571050308914,10.679079956188389,48.98,1.703,77.12,Low,0.25,88.83,0.2444
Chemical,Large,333644,270395,41780,4490,237904,13465,196.58,81.89,12.03,17.37,307.87,0.92,2.13,5.66,Electricity,Natural Gas,523092,35,Energy Audit,Low,89.5,10.171178827242928,11.176507224713502,11.893203883495145,14.740781307046369,47.98,0.923,93.96,Medium,0.1,30.79,0.0589
Chemical,Large,249472,313837,61975,3879,150091,12022,228.16,121.47,10.4,15.51,375.54,1.51,3.82,8.01,Electricity,Natural Gas,345492,20,IE4 Motor,Low,94.7,12.08813888551657,17.339312406576983,10.094880847308033,13.043081416575392,52.57,1.505,81.39,Medium,0.15,56.33,0.163
Plastics,Medium,138580,182921,26557,2969,139234,5157,132.98,52.05,7.96,6.65,199.64,1.44,3.34,3.7,Electricity,Natural Gas,242776,20,Power Factor Correction,High,74.9,6.310549957508801,6.530269058295963,7.4029126213592225,4.95618838992333,25.2,1.441,82.78,Low,0.07,13.97,0.0575
Steel,Large,321144,431919,58442,4946,321314,18021,314.01,114.55,13.26,23.25,465.07,1.45,3.24,5.61,Electricity,Natural Gas,414300,35,VFD Installation,Medium,90.5,17.29938084253976,16.261833582461385,13.250220653133274,20.107703541438482,66.92,1.448,82.62,Medium,0.12,55.81,0.1347
Paper & Pulp,Small,46941,116178,11418,1027,52175,3540,84.46,22.38,2.75,4.57,114.16,2.43,5.02,6.78,Electricity,Natural Gas,78760,25,LED Lighting,Low,92.7,3.365302901541823,1.9105007473841553,1.654898499558694,3.05768528660095,9.99,2.432,61.39,Medium,0.08,9.13,0.1159
Glass,Small,29770,70170,9720,1386,75961,1960,51.01,19.05,3.71,2.53,76.3,2.56,5.85,2.58,Electricity,Natural Gas,130495,15,Solar Rooftop,Low,67.1,1.3348306422241105,1.3920029895366222,2.7140335392762576,1.1956918583424605,6.64,2.563,58.56,Low,0.25,19.08,0.1462
Paper & Pulp,Medium,131458,216650,20447,2376,120913,6178,157.5,40.08,6.37,7.97,211.92,1.61,3.29,5.11,Electricity,Natural Gas,187963,35,VFD Installation,Medium,80.4,7.7989559305572405,4.666479820627802,5.648720211827008,6.161007667031764,24.28,1.612,79.08,Medium,0.12,25.43,0.1353
Metal Fabrication,Large,300138,365884,51868,5735,286508,7664,266.0,101.66,15.37,9.89,392.92,1.31,3.04,2.67,Electricity,Natural Gas,475970,30,Power Factor Correction,Low,71.5,14.385091659584798,14.25479571499751,15.578111209179168,7.913472070098576,52.13,1.309,85.62,Medium,0.07,27.5,0.0578
Cement,Small,31644,155322,13449,1734,57655,1960,112.92,26.36,4.65,2.53,146.46,4.63,9.43,3.4,Electricity,Natural Gas,126462,15,Smart Metering,Low,70.7,5.092873619036057,2.5302067762830096,3.751103265666373,1.1956918583424605,12.57,4.628,13.99,Low,0.05,7.32,0.0579
Plastics,Small,27763,137762,16111,1561,45492,2307,100.15,31.58,4.18,2.98,138.89,5.0,11.05,5.07,Electricity,Natural Gas,90484,35,Power Factor Correction,High,62.5,4.317712759499819,3.342987045341305,3.232568402471315,1.6064257028112447,12.5,5.003,5.89,Medium,0.07,9.72,0.1074
Paper & Pulp,Large,196452,350517,54522,5037,237556,19197,254.83,106.86,13.5,24.76,399.95,2.04,4.69,8.08,Electricity,Natural Gas,436111,35,LED Lighting,Low,95.1,13.707053538909797,15.064461883408073,13.515004413062664,21.485943775100402,63.77,2.036,69.93,Medium,0.08,32.0,0.0734
